dataset,energy_reduction_vs_no_cache_pct,engine,engine_gpu_joules_per_request,engine_idle_adjusted_joules_per_request,engine_mean_latency_ms,engine_p95_latency_ms,fast_exact_path_hits,hit_rate,idle_adjusted_energy_reduction_vs_no_cache_pct,model,no_cache_gpu_joules_per_request,no_cache_idle_adjusted_joules_per_request,no_cache_mean_latency_ms,no_cache_p95_latency_ms,policy_exact_total,policy_semantic_partial_total,prompt_mode,reuse_successes,reused_prefix_tokens_total,seed,semantic_blocked_by_backend_total,semantic_opportunity_plans_total,semantic_partial_hits,semantic_partial_reused_tokens_total,semantic_quality_divergence_events,semantic_quality_divergence_sum,source_json,speedup_vs_no_cache_mean,speedup_vs_no_cache_p95,wasted_compute_ratio
ag_news,-3.7736410696871907,shadow_kv,26.1465390625,21.644232492673094,31.590455734658462,32.14003950415645,,0.0,8.720901148078084,Qwen/Qwen2.5-7B-Instruct,25.1957421875,23.71214523906024,31.53239136679531,32.06853580122697,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/ag_news/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_ag_news_semantic_cuda.json,0.9981619648557507,0.9977752453315987,0.0
ag_news,6.857588475235308,shadow_kv_plus,23.467921875,16.863838525479213,31.050742062348036,31.57523199406569,127,0.9921875,28.881008633078192,Qwen/Qwen2.5-7B-Instruct,25.1957421875,23.71214523906024,31.53239136679531,32.06853580122697,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/ag_news/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_ag_news_semantic_cuda.json,1.0155116841806922,1.0156231253424834,0.0
alpaca_eval,0.3968263830982388,shadow_kv,25.0469921875,20.56789450331807,31.455789007736712,32.14952264825115,,0.0,-0.925567102015792,Qwen/Qwen2.5-7B-Instruct,25.14678125,20.379270678289075,31.46024270415637,32.10109633510001,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/alpaca_eval/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_alpaca_eval_semantic_cuda.json,1.0001415859070826,0.9984937159509031,0.0
alpaca_eval,6.310884718098863,shadow_kv_plus,23.559796875,18.934114256199962,30.248390226120137,31.120830094005214,127,0.9921875,7.091305890689704,Qwen/Qwen2.5-7B-Instruct,25.14678125,20.379270678289075,31.46024270415637,32.10109633510001,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/alpaca_eval/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_alpaca_eval_semantic_cuda.json,1.0400633709422915,1.0314987176798869,0.0
banking77,0.6944795046618509,shadow_kv,25.6627265625,20.99091563224571,31.457490077514194,31.830612807243597,,0.0,1.4936379914348266,Qwen/Qwen2.5-7B-Instruct,25.8421953125,21.309197907867656,31.51213300782274,32.01402655831771,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/banking77/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_banking77_semantic_cuda.json,1.0017370403733388,1.005762180960348,0.0
banking77,12.367340115079474,shadow_kv_plus,22.646203125,17.806613497040892,30.367824249992736,31.099020352121443,127,0.9921875,16.43696034909676,Qwen/Qwen2.5-7B-Instruct,25.8421953125,21.309197907867656,31.51213300782274,32.01402655831771,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/banking77/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_banking77_semantic_cuda.json,1.0376816181630226,1.0294223482230638,0.0
cnn_dailymail,1.0823594245607118,shadow_kv,34.55284375,29.267463695472095,44.71776874277111,48.899215953133535,,0.0,1.8080127752650434,Qwen/Qwen2.5-7B-Instruct,34.930921875,29.806366611653118,44.68457421103267,48.751950410951395,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/cnn_dailymail/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_cnn_dailymail_semantic_cuda.json,0.9992576881031477,0.9969883864329587,0.0
cnn_dailymail,3.5661902352813457,shadow_kv_plus,33.68521875,28.11386371406943,45.04247607746947,49.00318799482193,127,0.9921875,5.678326780433495,Qwen/Qwen2.5-7B-Instruct,34.930921875,29.806366611653118,44.68457421103267,48.751950410951395,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/cnn_dailymail/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_cnn_dailymail_semantic_cuda.json,0.9920541254032917,0.9948730359360072,0.0
daily_dialog,0.3130702245135499,shadow_kv,26.393796875,21.628156793126596,32.74698671805254,37.31040869897697,,0.0,-0.3475663434223791,Qwen/Qwen2.5-7B-Instruct,26.4766875,21.55324496770348,32.77899871875434,37.28300725342706,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/daily_dialog/shadow_kv/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_daily_dialog_semantic_cuda.json,1.0009775556138163,0.9992655817369628,0.0
daily_dialog,8.322710780946446,shadow_kv_plus,24.273109375,19.49375027331726,32.04192484452051,36.31526535318699,127,0.9921875,9.55538109213845,Qwen/Qwen2.5-7B-Instruct,26.4766875,21.55324496770348,32.77899871875434,37.28300725342706,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen7b_gemma4_12b_longprefix_n128_20260711/Qwen_Qwen2_5-7B-Instruct/semantic/seed_42/daily_dialog/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-7B-Instruct_public_dataset_daily_dialog_semantic_cuda.json,1.023003420606296,1.0266483499660053,0.0
