dataset,energy_reduction_vs_no_cache_pct,engine,engine_gpu_joules_per_request,engine_idle_adjusted_joules_per_request,engine_mean_latency_ms,engine_p95_latency_ms,fast_exact_path_hits,hit_rate,idle_adjusted_energy_reduction_vs_no_cache_pct,model,no_cache_gpu_joules_per_request,no_cache_idle_adjusted_joules_per_request,no_cache_mean_latency_ms,no_cache_p95_latency_ms,policy_exact_total,policy_semantic_partial_total,prompt_mode,reuse_successes,reused_prefix_tokens_total,seed,semantic_blocked_by_backend_total,semantic_opportunity_plans_total,semantic_partial_hits,semantic_partial_reused_tokens_total,semantic_quality_divergence_events,semantic_quality_divergence_sum,source_json,speedup_vs_no_cache_mean,speedup_vs_no_cache_p95,wasted_compute_ratio
ag_news,0.32285129287653497,shadow_kv,47.6328125,41.127047035795115,65.05125971921188,65.76401964121033,,0.0,4.889486389367141,Qwen/Qwen2.5-14B-Instruct,47.78709375,43.241325774101725,64.92150410895192,65.65440525300801,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/ag_news/shadow_kv/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_ag_news_semantic_cuda.json,0.9980053328587326,0.9983332164183342,0.0
ag_news,11.874103690392337,shadow_kv_plus,42.1128046875,35.49627361827816,59.7011564142349,60.44802690084907,127,0.9921875,17.911227320560705,Qwen/Qwen2.5-14B-Instruct,47.78709375,43.241325774101725,64.92150410895192,65.65440525300801,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/ag_news/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_ag_news_semantic_cuda.json,1.0874413161865035,1.0861298311804086,0.0
alpaca_eval,-0.6910648334731784,shadow_kv,47.6259296875,41.0910572531848,64.5635200775132,66.04728940801579,,0.0,-1.0866368082645848,Qwen/Qwen2.5-14B-Instruct,47.2990625,40.64934649188497,64.52084682052828,65.80893345308141,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/alpaca_eval/shadow_kv/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_alpaca_eval_semantic_cuda.json,0.9993390500249414,0.996391131913652,0.0
alpaca_eval,12.036658364000347,shadow_kv_plus,41.6058359375,34.991161193602174,59.34799447629757,60.01946379765286,127,0.9921875,13.919498802797156,Qwen/Qwen2.5-14B-Instruct,47.2990625,40.64934649188497,64.52084682052828,65.80893345308141,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/alpaca_eval/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_alpaca_eval_semantic_cuda.json,1.0871613672859095,1.0964598696673953,0.0
banking77,-0.34374162115456885,shadow_kv,47.833203125,40.836422081350044,64.68823867010087,65.2609185934125,,0.0,-0.19055744472318642,Qwen/Qwen2.5-14B-Instruct,47.66934375,40.75875324266978,64.74312812486005,65.27209210180445,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/banking77/shadow_kv/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_banking77_semantic_cuda.json,1.0008485229446284,1.0001712128580593,0.0
banking77,12.162527148278611,shadow_kv_plus,41.871546875,35.829106016366254,59.844207476999145,60.14805385202635,127,0.9921875,12.094695823872133,Qwen/Qwen2.5-14B-Instruct,47.66934375,40.75875324266978,64.74312812486005,65.27209210180445,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/banking77/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_banking77_semantic_cuda.json,1.081861233599656,1.0851904246542046,0.0
cnn_dailymail,-1.1420826131318038,shadow_kv,65.3858515625,57.084362229867324,89.65497120982491,94.18678194342647,,0.0,-0.2578910472563716,Qwen/Qwen2.5-14B-Instruct,64.6475234375,56.93752544920451,89.38081013332067,93.59588700172026,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/cnn_dailymail/shadow_kv/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_cnn_dailymail_semantic_cuda.json,0.9969420426686367,0.9937263496053923,0.0
cnn_dailymail,2.087920759725547,shadow_kv_plus,63.297734375,54.61848274233801,90.57179211856692,100.36587174472515,127,0.9921875,4.072960123522364,Qwen/Qwen2.5-14B-Instruct,64.6475234375,56.93752544920451,89.38081013332067,93.59588700172026,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/cnn_dailymail/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_cnn_dailymail_semantic_cuda.json,0.9868504094112751,0.9325469442419235,0.0
daily_dialog,-3.041287135072449,shadow_kv,51.008890625,43.811345501815666,66.81303737445887,72.79516783892177,,0.0,-2.5633284855501737,Qwen/Qwen2.5-14B-Instruct,49.5033515625,42.716384256179936,66.88944479651582,73.02220089186449,,,semantic,0,0,42,,,,,,,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/daily_dialog/shadow_kv/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_daily_dialog_semantic_cuda.json,1.0011436004866643,1.003118792904566,0.0
daily_dialog,10.3824409616205,shadow_kv_plus,44.3636953125,37.57058469849553,62.70850126657024,73.13723130719154,127,0.9921875,12.046430537809258,Qwen/Qwen2.5-14B-Instruct,49.5033515625,42.716384256179936,66.88944479651582,73.02220089186449,127,0,semantic,127,16256,42,0,0,0,0,0,0.0,results_blackwell_semantic_qwen14b_longprefix_n128_20260711/Qwen_Qwen2_5-14B-Instruct/semantic/seed_42/daily_dialog/shadow_kv_plus/benchmark_hf_Qwen_Qwen2.5-14B-Instruct_public_dataset_daily_dialog_semantic_cuda.json,1.0666726750839193,0.9984271975672158,0.0
