[2026-06-08 10:34:17] INFO:     127.0.0.1:55790 - "GET /v1/models HTTP/1.1" 200 OK
[2026-06-08 10:34:18] INFO:     127.0.0.1:45284 - "GET /model_info HTTP/1.1" 200 OK
[2026-06-08 10:34:33] INFO:     127.0.0.1:55792 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:37] INFO:     127.0.0.1:38578 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:37] INFO:     127.0.0.1:38582 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:38598 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:45292 - "POST /generate HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51900 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51908 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51924 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51940 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51956 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51958 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51972 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:38] INFO:     127.0.0.1:51980 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:39] INFO:     127.0.0.1:51996 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:39] INFO:     127.0.0.1:52010 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:39] INFO:     127.0.0.1:52022 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:39] INFO:     127.0.0.1:52036 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-06-08 10:34:44] INFO:     127.0.0.1:52044 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:44] INFO:     127.0.0.1:52056 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:44] INFO:     127.0.0.1:52070 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:44] INFO:     127.0.0.1:52080 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:44] INFO:     127.0.0.1:52086 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:44] INFO:     127.0.0.1:52100 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:44] INFO:     127.0.0.1:52102 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:44] INFO:     127.0.0.1:52110 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52126 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52136 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52146 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52162 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52176 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52192 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52200 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52202 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52214 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:45] INFO:     127.0.0.1:52220 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52226 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52238 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52246 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52262 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52272 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52274 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52286 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52288 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52304 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52316 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:46] INFO:     127.0.0.1:52332 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:47] INFO:     127.0.0.1:52336 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:47] INFO:     127.0.0.1:52338 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:47] INFO:     127.0.0.1:52344 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-08 10:34:47] INFO:     127.0.0.1:52352 - "POST /v1/chat/completions HTTP/1.1" 200 OK
